ACIDOSIS.21672245	ACTIVATEDENDOTHELIUM.23975155	AKT.20335537	ANTIOXIDANT	AR.TNBC.21633166	ASCORE.21422418	BCAT.ONCOGENE.16273092	BETACATENIN.20335537	BMYB.19043454	BRCA1.11823860	BRCA1.UP.16843262 	CCND1.12914697 	CCND1K112E.12914697 	CD44POS.CD24NEG.17229949	CIN70.16921376	CMYB.20949095	CORE.EMT. 20713713	DNADAMAGE.TNBC.21633166	E2F1.20335537	E2F3.ONCOGENE.16273092	EGFR.20335537	EIF4E.UP.17638893 	EMT.MCF10A.18281472  	EMT.TNBC.21633166	ER.20335537	ERBB2.DESMEDT.18698033	ERNEG.RESIST.21558518	ERNEG.SENS.21558518	ERPOS.RESIST.21558518	ERPOS.SENS.21558518	ESC.18397753	ESR1.DESMEDT.18698033	FIBRO.COCULTURE.21625507	FIBRO.SERUM1.14737219	FIBRO.SERUM2.14737219	FOSJUN.21214954	GATA3.15361840 	GENE70.11823860	GEPARSIXTO.ACT.25534375	GEPARSIXTO.SUPP.25534375	GF.TNBC.21633166	GGI.16478745	GLUCOSEDEPLETION.21672245	GYCOLYSIS.19291283	HER1C1.17663798	HER1C2.17663798	HER1C3.17663798	HER2.20335537	HER2AMP.21214954	HGF.24025166	HSP90.20920318	HYPOXIA.21672245	IFNA.20335537	IFNG.20335537	IGF1. 18757322	IMMUNE.ERNEG.17683518	IMMUNE.STAT1.18698033	IMMUNESIG1.TNBC.21633166	IMMUNESIG2.21633166	INVASION.PLAU.18698033	LACTICACIDOSIS.21672245	LKB1.17676035	MAMLIN.LumProg.19648928	MAMLIN.MaSC.19648928	MAMLIN.MatLum.19648928	MAMLIN.STROMAL.19648928	MAPK.16585219	MCF7.DOXRESIST.20935265	MESENCHSTEM.TNBC.21633166	MET.DOWN.23049908	MYC.ONCOGENE.16273092	MYCACT.20335537	MYCSIG.19690609	NEOADJ.RESIST.16896004	P53.20335537	P53MUT.17150101	P53MUT.UP.16199517	P63.20335537	PI3K.20335537	PIK3CA.22552288	PIK3CA.MUT.20479250	PR.20335537	PROLIF.AURKA.18698033	PROLIF.TNBC.21633166	PROLIF.PCNA.22028643	PROLIFERATION.GATZA.21214954	PROLIFERATIONPAM50.19204204	PTENDEL.17452630	RANDOM.GENOME10	RANDOM.GENOME100	RANDOM.GENOME5	RANDOM.GENOME50	RANDOM.GENOME500	RANDOM.SAMPLE10	RANDOM.SAMPLE100	RANDOM.SAMPLE5	RANDOM.SAMPLE50	RANDOM.SAMPLE500	RAS.ACT.20591134	RAS.20335537	RAS.ONCOGENE.16273092	RASERK.ACT.22683778	RBBP8.UP.16843262	RBLOH.18782450	SRC.20335537	SRC.ONCOGENE.16273092	STAT1.19272155	STAT3.20335537	STAT3.15958548	STEM.TNBC.21633166	STEMCELL.15931389	STROMAL.19122658	STROMALDOWN.19648928	STROMALUP.19648928	TGFB.20335537	TGFBETA.18394990	TGFBETA.ACT.19451693	TNBC.TAXANE.20189874	TNFA.20335537	TOP2A.21422418	VEGFHYPOXIA.19291283	WNT.EMT.19549913	WNT.TNBC.21633166	WOUNDRESPONSE.19887484	YAP.UP.18413746
																														9232																																																																																														
																														80324																																																																																														
																														54517																																																																																														
																														5819																																																																																														
																														7837																																																																																														
																														29108																																																																																														
																														64284																																																																																														
																														83871																																																																																														
																														23682																																																																																														
																														5864																																																																																														
																														5865																																																																																														
																														5868																																																																																														
																														29127																																																																																														
																														56852																																																																																														
																														5887																																																																																														
																														25788																																																																																														
																														5898																																																																																														
																														22913																																																																																														
																														23108																																																																																														
																														221002																																																																																														
																														65997																																																																																														
																														10432																																																																																														
																														55131																																																																																														
																														27316																																																																																														
																														348093																																																																																														
																														1827																																																																																														
																														1104																																																																																														
																														55920																																																																																														
																														9986																																																																																														
																														5955																																																																																														
																														29803																																																																																														
																														5982																																																																																														
																														5983																																																																																														
																														5984																																																																																														
																														85415																																																																																														
																														116028																																																																																														
																														10535																																																																																														
																														7737																																																																																														
																														10921																																																																																														
																														6118																																																																																														
																														6119																																																																																														
																														4736																																																																																														
																														6135																																																																																														
																														6137																																																																																														
																														6138																																																																																														
																														6141																																																																																														
																														6146																																																																																														
																														9349																																																																																														
																														6157																																																																																														
																														6159																																																																																														
																														6156																																																																																														
																														6160																																																																																														
																														116832																																																																																														
																														6125																																																																																														
																														6128																																																																																														
																														6130																																																																																														
																														6175																																																																																														
																														6185																																																																																														
																														54913																																																																																														
																														10799																																																																																														
																														55197																																																																																														
																														6204																																																																																														
																														6206																																																																																														
																														6207																																																																																														
																														6210																																																																																														
																														6217																																																																																														
																														6223																																																																																														
																														6224																																																																																														
																														6227																																																																																														
																														6228																																																																																														
																														6229																																																																																														
																														6232																																																																																														
																														51065																																																																																														
																														6188																																																																																														
																														6193																																																																																														
																														6194																																																																																														
																														6195																																																																																														
																														6202																																																																																														
																														3921																																																																																														
																														113000																																																																																														
																														22800																																																																																														
																														6240																																																																																														
																														6241																																																																																														
																														50484																																																																																														
																														9136																																																																																														
																														8607																																																																																														
																														10856																																																																																														
																														23429																																																																																														
																														6282																																																																																														
																														6299																																																																																														
																														6297																																																																																														
																														89958																																																																																														
																														1757																																																																																														
																														6301																																																																																														
																														9733																																																																																														
																														29106																																																																																														
																														6447																																																																																														
																														117156																																																																																														
																														6337																																																																																														
																														6341																																																																																														
																														6390																																																																																														
																														6391																																																																																														
																														6392																																																																																														
																														23480																																																																																														
																														79048																																																																																														
																														10371																																																																																														
																														54910																																																																																														
																														57556																																																																																														
																														26168																																																																																														
																														22929																																																																																														
																														22928																																																																																														
																														26135																																																																																														
																														871																																																																																														
																														83667																																																																																														
																														6418																																																																																														
																														10946																																																																																														
																														10262																																																																																														
																														83443																																																																																														
																														6464																																																																																														
																														51246																																																																																														
																														80143																																																																																														
																														23411																																																																																														
																														348235																																																																																														
																														6502																																																																																														
																														6566																																																																																														
																														116843																																																																																														
																														63027																																																																																														
																														6576																																																																																														
																														8402																																																																																														
																														291																																																																																														
																														55972																																																																																														
																														292																																																																																														
																														293																																																																																														
																														2030																																																																																														
																														3177																																																																																														
																														222962																																																																																														
																														6513																																																																																														
																														6515																																																																																														
																														120103																																																																																														
																														81539																																																																																														
																														57181																																																																																														
																														64116																																																																																														
																														6520																																																																																														
																														23446																																																																																														
																														81892																																																																																														
																														6599																																																																																														
																														6602																																																																																														
																														10592																																																																																														
																														10051																																																																																														
																														10285																																																																																														
																														27293																																																																																														
																														6611																																																																																														
																														6618																																																																																														
																														9304																																																																																														
																														23020																																																																																														
																														79622																																																																																														
																														9410																																																																																														
																														6626																																																																																														
																														6627																																																																																														
																														6628																																																																																														
																														6629																																																																																														
																														6631																																																																																														
																														6632																																																																																														
																														6636																																																																																														
																														29907																																																																																														
																														27131																																																																																														
																														6653																																																																																														
																														6657																																																																																														
																														6658																																																																																														
																														10615																																																																																														
																														6692																																																																																														
																														161742																																																																																														
																														10252																																																																																														
																														10253																																																																																														
																														81848																																																																																														
																														84727																																																																																														
																														6713																																																																																														
																														6730																																																																																														
																														6731																																																																																														
																														10772																																																																																														
																														6760																																																																																														
																														51188																																																																																														
																														6741																																																																																														
																														6749																																																																																														
																														9705																																																																																														
																														27090																																																																																														
																														10735																																																																																														
																														6770																																																																																														
																														6772																																																																																														
																														6781																																																																																														
																														8614																																																																																														
																														10963																																																																																														
																														30968																																																																																														
																														6809																																																																																														
																														10923																																																																																														
																														8803																																																																																														
																														64426																																																																																														
																														10910																																																																																														
																														6827																																																																																														
																														6834																																																																																														
																														10492																																																																																														
																														9143																																																																																														
																														6883																																																																																														
																														8148																																																																																														
																														51616																																																																																														
																														6888																																																																																														
																														80222																																																																																														
																														6904																																																																																														
																														6905																																																																																														
																														79718																																																																																														
																														6941																																																																																														
																														83439																																																																																														
																														6949																																																																																														
																														8463																																																																																														
																														7004																																																																																														
																														7013																																																																																														
																														7015																																																																																														
																														7019																																																																																														
																														7022																																																																																														
																														51106																																																																																														
																														7050																																																																																														
																														60436																																																																																														
																														57215																																																																																														
																														7064																																																																																														
																														7070																																																																																														
																														29087																																																																																														
																														7074																																																																																														
																														26519																																																																																														
																														26517																																																																																														
																														10245																																																																																														
																														10469																																																																																														
																														1678																																																																																														
																														26521																																																																																														
																														55319																																																																																														
																														8577																																																																																														
																														92691																																																																																														
																														23670																																																																																														
																														26022																																																																																														
																														11013																																																																																														
																														286527																																																																																														
																														4982																																																																																														
																														51330																																																																																														
																														943																																																																																														
																														85456																																																																																														
																														7137																																																																																														
																														7138																																																																																														
																														3842																																																																																														
																														56993																																																																																														
																														54543																																																																																														
																														7150																																																																																														
																														7153																																																																																														
																														27324																																																																																														
																														7157																																																																																														
																														9540																																																																																														
																														112858																																																																																														
																														7163																																																																																														
																														22974																																																																																														
																														9618																																																																																														
																														10293																																																																																														
																														51399																																																																																														
																														9319																																																																																														
																														7205																																																																																														
																														26995																																																																																														
																														7247																																																																																														
																														27075																																																																																														
																														23508																																																																																														
																														8458																																																																																														
																														7272																																																																																														
																														80727																																																																																														
																														7277																																																																																														
																														203068																																																																																														
																														7280																																																																																														
																														7283																																																																																														
																														10907																																																																																														
																														7296																																																																																														
																														7307																																																																																														
																														7311																																																																																														
																														84959																																																																																														
																														11065																																																																																														
																														7326																																																																																														
																														3093																																																																																														
																														7336																																																																																														
																														7345																																																																																														
																														7371																																																																																														
																														7351																																																																																														
																														7358																																																																																														
																														7360																																																																																														
																														7372																																																																																														
																														23025																																																																																														
																														10497																																																																																														
																														219699																																																																																														
																														10975																																																																																														
																														7384																																																																																														
																														7385																																																																																														
																														7386																																																																																														
																														7388																																																																																														
																														7375																																																																																														
																														84101																																																																																														
																														8239																																																																																														
																														51096																																																																																														
																														7407																																																																																														
																														79805																																																																																														
																														7408																																																																																														
																														7411																																																																																														
																														1462																																																																																														
																														84313																																																																																														
																														7443																																																																																														
																														55237																																																																																														
																														54621																																																																																														
																														7447																																																																																														
																														7453																																																																																														
																														11169																																																																																														
																														55759																																																																																														
																														57418																																																																																														
																														79084																																																																																														
																														7465																																																																																														
																														7486																																																																																														
																														7514																																																																																														
																														23039																																																																																														
																														11260																																																																																														
																														7520																																																																																														
																														22803																																																																																														
																														10413																																																																																														
																														51067																																																																																														
																														8089																																																																																														
																														286451																																																																																														
																														7532																																																																																														
																														7533																																																																																														
																														7528																																																																																														
																														79842																																																																																														
																														55906																																																																																														
																														84243																																																																																														
																														7546																																																																																														
																														7547																																																																																														
																														79698																																																																																														
																														7748																																																																																														
																														7764																																																																																														
																														7570																																																																																														
																														7775																																																																																														
																														23528																																																																																														
																														30832																																																																																														
																														84124																																																																																														
																														25888																																																																																														
																														197407																																																																																														
																														9658																																																																																														
																														51385																																																																																														
																														51042																																																																																														
																														115950																																																																																														
